source,sentence_id,abs_sentence_no,abs_word_no,section_no,paragraph_no,sentence_no,word_no,word
Jupiter,Jupiter-80,80,2002,6,9,2,4,planet
Jupiter,Jupiter-80,80,2003,6,9,2,5,collapsed
Jupiter,Jupiter-80,80,2004,6,9,2,6,directly
Jupiter,Jupiter-80,80,2005,6,9,2,7,from
Jupiter,Jupiter-80,80,2006,6,9,2,8,the
Jupiter,Jupiter-80,80,2007,6,9,2,9,gaseous
Jupiter,Jupiter-80,80,2008,6,9,2,10,protoplanetary
Jupiter,Jupiter-80,80,2009,6,9,2,11,disk
Jupiter,Jupiter-80,80,2010,6,9,2,12,","
Jupiter,Jupiter-80,80,2011,6,9,2,13,it
Jupiter,Jupiter-80,80,2012,6,9,2,14,was
Jupiter,Jupiter-80,80,2013,6,9,2,15,expected
Jupiter,Jupiter-80,80,2014,6,9,2,16,to
Jupiter,Jupiter-80,80,2015,6,9,2,17,completely
Jupiter,Jupiter-80,80,2016,6,9,2,18,lack
Jupiter,Jupiter-80,80,2017,6,9,2,19,a
Jupiter,Jupiter-80,80,2018,6,9,2,20,core
Jupiter,Jupiter-80,80,2019,6,9,2,21,","
Jupiter,Jupiter-80,80,2020,6,9,2,22,consisting
Jupiter,Jupiter-80,80,2021,6,9,2,23,instead
Jupiter,Jupiter-80,80,2022,6,9,2,24,of
Jupiter,Jupiter-80,80,2023,6,9,2,25,a
Jupiter,Jupiter-80,80,2024,6,9,2,26,denser
Jupiter,Jupiter-80,80,2025,6,9,2,27,and
Jupiter,Jupiter-80,80,2026,6,9,2,28,denser
Jupiter,Jupiter-80,80,2027,6,9,2,29,fluid
Jupiter,Jupiter-80,80,2028,6,9,2,30, (
Jupiter,Jupiter-80,80,2029,6,9,2,31,predominantly
Jupiter,Jupiter-80,80,2030,6,9,2,32,molecular
Jupiter,Jupiter-80,80,2031,6,9,2,33,and
Jupiter,Jupiter-80,80,2032,6,9,2,34,metallic
Jupiter,Jupiter-80,80,2033,6,9,2,35,hydrogen
Jupiter,Jupiter-80,80,2034,6,9,2,36,)
Jupiter,Jupiter-80,80,2035,6,9,2,37,all
Jupiter,Jupiter-80,80,2036,6,9,2,38,the
Jupiter,Jupiter-80,80,2037,6,9,2,39,way
Jupiter,Jupiter-80,80,2038,6,9,2,40,to
Jupiter,Jupiter-80,80,2039,6,9,2,41,the
Jupiter,Jupiter-80,80,2040,6,9,2,42,centre.
Jupiter,Jupiter-81,81,2041,6,9,3,0,Data
Jupiter,Jupiter-81,81,2042,6,9,3,1,from
Jupiter,Jupiter-81,81,2043,6,9,3,2,the
Jupiter,Jupiter-81,81,2044,6,9,3,3,Juno
Jupiter,Jupiter-81,81,2045,6,9,3,4,mission
Jupiter,Jupiter-81,81,2046,6,9,3,5,showed
Jupiter,Jupiter-81,81,2047,6,9,3,6,that
Jupiter,Jupiter-81,81,2048,6,9,3,7,Jupiter
Jupiter,Jupiter-81,81,2049,6,9,3,8,has
Jupiter,Jupiter-81,81,2050,6,9,3,9,a
Jupiter,Jupiter-81,81,2051,6,9,3,10,diffuse
Jupiter,Jupiter-81,81,2052,6,9,3,11,core
Jupiter,Jupiter-81,81,2053,6,9,3,12,that
Jupiter,Jupiter-81,81,2054,6,9,3,13,mixes
Jupiter,Jupiter-81,81,2055,6,9,3,14,into
Jupiter,Jupiter-81,81,2056,6,9,3,15,its
Jupiter,Jupiter-81,81,2057,6,9,3,16,mantle
Jupiter,Jupiter-81,81,2058,6,9,3,17,","
Jupiter,Jupiter-81,81,2059,6,9,3,18,extending
Jupiter,Jupiter-81,81,2060,6,9,3,19,for
Jupiter,Jupiter-81,81,2061,6,9,3,20,30
Jupiter,Jupiter-81,81,2062,6,9,3,21,–
Jupiter,Jupiter-81,81,2063,6,9,3,22,50
Jupiter,Jupiter-81,81,2064,6,9,3,23,%
Jupiter,Jupiter-81,81,2065,6,9,3,24,of
Jupiter,Jupiter-81,81,2066,6,9,3,25,the
Jupiter,Jupiter-81,81,2067,6,9,3,26,planet's
Jupiter,Jupiter-81,81,2068,6,9,3,27,radius
Jupiter,Jupiter-81,81,2069,6,9,3,28,","
Jupiter,Jupiter-81,81,2070,6,9,3,29,and
Jupiter,Jupiter-81,81,2071,6,9,3,30,comprising
Jupiter,Jupiter-81,81,2072,6,9,3,31,heavy
Jupiter,Jupiter-81,81,2073,6,9,3,32,elements
Jupiter,Jupiter-81,81,2074,6,9,3,33,with
Jupiter,Jupiter-81,81,2075,6,9,3,34,a
Jupiter,Jupiter-81,81,2076,6,9,3,35,combined
Jupiter,Jupiter-81,81,2077,6,9,3,36,mass
Jupiter,Jupiter-81,81,2078,6,9,3,37,7
Jupiter,Jupiter-81,81,2079,6,9,3,38,–
Jupiter,Jupiter-81,81,2080,6,9,3,39,25
Jupiter,Jupiter-81,81,2081,6,9,3,40,times
Jupiter,Jupiter-81,81,2082,6,9,3,41,the
Jupiter,Jupiter-81,81,2083,6,9,3,42,Earth.
Jupiter,Jupiter-82,82,2084,6,9,4,0,This
Jupiter,Jupiter-82,82,2085,6,9,4,1,mixing
Jupiter,Jupiter-82,82,2086,6,9,4,2,process
Jupiter,Jupiter-82,82,2087,6,9,4,3,could
Jupiter,Jupiter-82,82,2088,6,9,4,4,have
Jupiter,Jupiter-82,82,2089,6,9,4,5,arisen
Jupiter,Jupiter-82,82,2090,6,9,4,6,during
Jupiter,Jupiter-82,82,2091,6,9,4,7,formation
Jupiter,Jupiter-82,82,2092,6,9,4,8,","
Jupiter,Jupiter-82,82,2093,6,9,4,9,while
Jupiter,Jupiter-82,82,2094,6,9,4,10,the
Jupiter,Jupiter-82,82,2095,6,9,4,11,planet
Jupiter,Jupiter-82,82,2096,6,9,4,12,accreted
Jupiter,Jupiter-82,82,2097,6,9,4,13,solids
Jupiter,Jupiter-82,82,2098,6,9,4,14,and
Jupiter,Jupiter-82,82,2099,6,9,4,15,gases
Jupiter,Jupiter-82,82,2100,6,9,4,16,from
Jupiter,Jupiter-82,82,2101,6,9,4,17,the
Jupiter,Jupiter-82,82,2102,6,9,4,18,surrounding
Jupiter,Jupiter-82,82,2103,6,9,4,19,nebula.
Jupiter,Jupiter-83,83,2104,6,9,5,0,Alternatively
Jupiter,Jupiter-83,83,2105,6,9,5,1,","
Jupiter,Jupiter-83,83,2106,6,9,5,2,it
Jupiter,Jupiter-83,83,2107,6,9,5,3,could
Jupiter,Jupiter-83,83,2108,6,9,5,4,have
Jupiter,Jupiter-83,83,2109,6,9,5,5,been
Jupiter,Jupiter-83,83,2110,6,9,5,6,caused
Jupiter,Jupiter-83,83,2111,6,9,5,7,by
Jupiter,Jupiter-83,83,2112,6,9,5,8,an
Jupiter,Jupiter-83,83,2113,6,9,5,9,impact
Jupiter,Jupiter-83,83,2114,6,9,5,10,from
Jupiter,Jupiter-83,83,2115,6,9,5,11,a
Jupiter,Jupiter-83,83,2116,6,9,5,12,planet
Jupiter,Jupiter-83,83,2117,6,9,5,13,of
Jupiter,Jupiter-83,83,2118,6,9,5,14,about
Jupiter,Jupiter-83,83,2119,6,9,5,15,ten
Jupiter,Jupiter-83,83,2120,6,9,5,16,Earth
Jupiter,Jupiter-83,83,2121,6,9,5,17,masses
Jupiter,Jupiter-83,83,2122,6,9,5,18,a
Jupiter,Jupiter-83,83,2123,6,9,5,19,few
Jupiter,Jupiter-83,83,2124,6,9,5,20,million
Jupiter,Jupiter-83,83,2125,6,9,5,21,years
Jupiter,Jupiter-83,83,2126,6,9,5,22,after
Jupiter,Jupiter-83,83,2127,6,9,5,23,Jupiter's
Jupiter,Jupiter-83,83,2128,6,9,5,24,formation
Jupiter,Jupiter-83,83,2129,6,9,5,25,","
Jupiter,Jupiter-83,83,2130,6,9,5,26,which
Jupiter,Jupiter-83,83,2131,6,9,5,27,would
Jupiter,Jupiter-83,83,2132,6,9,5,28,have
Jupiter,Jupiter-83,83,2133,6,9,5,29,disrupted
Jupiter,Jupiter-83,83,2134,6,9,5,30,an
Jupiter,Jupiter-83,83,2135,6,9,5,31,originally
Jupiter,Jupiter-83,83,2136,6,9,5,32,solid
Jupiter,Jupiter-83,83,2137,6,9,5,33,Jovian
Jupiter,Jupiter-83,83,2138,6,9,5,34,core.
Jupiter,Jupiter-84,84,2139,6,9,6,0,Outside
Jupiter,Jupiter-84,84,2140,6,9,6,1,the
Jupiter,Jupiter-84,84,2141,6,9,6,2,layer
Jupiter,Jupiter-84,84,2142,6,9,6,3,of
Jupiter,Jupiter-84,84,2143,6,9,6,4,metallic
Jupiter,Jupiter-84,84,2144,6,9,6,5,hydrogen
Jupiter,Jupiter-84,84,2145,6,9,6,6,lies
Jupiter,Jupiter-84,84,2146,6,9,6,7,a
Jupiter,Jupiter-84,84,2147,6,9,6,8,transparent
Jupiter,Jupiter-84,84,2148,6,9,6,9,interior
Jupiter,Jupiter-84,84,2149,6,9,6,10,atmosphere
Jupiter,Jupiter-84,84,2150,6,9,6,11,of
Jupiter,Jupiter-84,84,2151,6,9,6,12,hydrogen.
Jupiter,Jupiter-85,85,2152,6,9,7,0,At
Jupiter,Jupiter-85,85,2153,6,9,7,1,this
Jupiter,Jupiter-85,85,2154,6,9,7,2,depth
Jupiter,Jupiter-85,85,2155,6,9,7,3,","
Jupiter,Jupiter-85,85,2156,6,9,7,4,the
Jupiter,Jupiter-85,85,2157,6,9,7,5,pressure
Jupiter,Jupiter-85,85,2158,6,9,7,6,and
Jupiter,Jupiter-85,85,2159,6,9,7,7,temperature
Jupiter,Jupiter-85,85,2160,6,9,7,8,are
Jupiter,Jupiter-85,85,2161,6,9,7,9,above
Jupiter,Jupiter-85,85,2162,6,9,7,10,molecular
Jupiter,Jupiter-85,85,2163,6,9,7,11,hydrogen's
Jupiter,Jupiter-85,85,2164,6,9,7,12,critical
Jupiter,Jupiter-85,85,2165,6,9,7,13,pressure
Jupiter,Jupiter-85,85,2166,6,9,7,14,of
Jupiter,Jupiter-85,85,2167,6,9,7,15,1.3
Jupiter,Jupiter-85,85,2168,6,9,7,16,MPa
Jupiter,Jupiter-85,85,2169,6,9,7,17,and
Jupiter,Jupiter-85,85,2170,6,9,7,18,critical
Jupiter,Jupiter-85,85,2171,6,9,7,19,temperature
Jupiter,Jupiter-85,85,2172,6,9,7,20,of
Jupiter,Jupiter-85,85,2173,6,9,7,21,33
Jupiter,Jupiter-85,85,2174,6,9,7,22,K
Jupiter,Jupiter-85,85,2175,6,9,7,23, (−
Jupiter,Jupiter-85,85,2176,6,9,7,24,240.2
Jupiter,Jupiter-85,85,2177,6,9,7,25, °
Jupiter,Jupiter-85,85,2178,6,9,7,26,C
Jupiter,Jupiter-85,85,2179,6,9,7,27,; −
Jupiter,Jupiter-85,85,2180,6,9,7,28,400.3
Jupiter,Jupiter-85,85,2181,6,9,7,29, °
Jupiter,Jupiter-85,85,2182,6,9,7,30,F
Jupiter,Jupiter-85,85,2183,6,9,7,31,)
Jupiter,Jupiter-85,85,2184,6,9,7,32,.
Jupiter,Jupiter-86,86,2185,6,9,8,0,In
Jupiter,Jupiter-86,86,2186,6,9,8,1,this
Jupiter,Jupiter-86,86,2187,6,9,8,2,state
Jupiter,Jupiter-86,86,2188,6,9,8,3,","
Jupiter,Jupiter-86,86,2189,6,9,8,4,there
Jupiter,Jupiter-86,86,2190,6,9,8,5,are
Jupiter,Jupiter-86,86,2191,6,9,8,6,no
Jupiter,Jupiter-86,86,2192,6,9,8,7,distinct
Jupiter,Jupiter-86,86,2193,6,9,8,8,liquid
Jupiter,Jupiter-86,86,2194,6,9,8,9,and
Jupiter,Jupiter-86,86,2195,6,9,8,10,gas
Jupiter,Jupiter-86,86,2196,6,9,8,11,phases
Jupiter,Jupiter-86,86,2197,6,9,8,12,—
Jupiter,Jupiter-86,86,2198,6,9,8,13,hydrogen
Jupiter,Jupiter-86,86,2199,6,9,8,14,is
Jupiter,Jupiter-86,86,2200,6,9,8,15,said
Jupiter,Jupiter-86,86,2201,6,9,8,16,to
Jupiter,Jupiter-86,86,2202,6,9,8,17,be
Jupiter,Jupiter-86,86,2203,6,9,8,18,in
Jupiter,Jupiter-86,86,2204,6,9,8,19,a
Jupiter,Jupiter-86,86,2205,6,9,8,20,supercritical
Jupiter,Jupiter-86,86,2206,6,9,8,21,fluid
Jupiter,Jupiter-86,86,2207,6,9,8,22,state.
Jupiter,Jupiter-87,87,2208,6,9,9,0,The
Jupiter,Jupiter-87,87,2209,6,9,9,1,hydrogen
Jupiter,Jupiter-87,87,2210,6,9,9,2,and
Jupiter,Jupiter-87,87,2211,6,9,9,3,helium
Jupiter,Jupiter-87,87,2212,6,9,9,4,gas
Jupiter,Jupiter-87,87,2213,6,9,9,5,extending
Jupiter,Jupiter-87,87,2214,6,9,9,6,downward
Jupiter,Jupiter-87,87,2215,6,9,9,7,from
Jupiter,Jupiter-87,87,2216,6,9,9,8,the
Jupiter,Jupiter-87,87,2217,6,9,9,9,cloud
Jupiter,Jupiter-87,87,2218,6,9,9,10,layer
Jupiter,Jupiter-87,87,2219,6,9,9,11,gradually
Jupiter,Jupiter-87,87,2220,6,9,9,12,transitions
Jupiter,Jupiter-87,87,2221,6,9,9,13,to
Jupiter,Jupiter-87,87,2222,6,9,9,14,a
Jupiter,Jupiter-87,87,2223,6,9,9,15,liquid
Jupiter,Jupiter-87,87,2224,6,9,9,16,in
Jupiter,Jupiter-87,87,2225,6,9,9,17,deeper
Jupiter,Jupiter-87,87,2226,6,9,9,18,layers
Jupiter,Jupiter-87,87,2227,6,9,9,19,","
Jupiter,Jupiter-87,87,2228,6,9,9,20,possibly
Jupiter,Jupiter-87,87,2229,6,9,9,21,resembling
Jupiter,Jupiter-87,87,2230,6,9,9,22,something
Jupiter,Jupiter-87,87,2231,6,9,9,23,akin
Jupiter,Jupiter-87,87,2232,6,9,9,24,to
Jupiter,Jupiter-87,87,2233,6,9,9,25,an
Jupiter,Jupiter-87,87,2234,6,9,9,26,ocean
Jupiter,Jupiter-87,87,2235,6,9,9,27,of
Jupiter,Jupiter-87,87,2236,6,9,9,28,liquid
Jupiter,Jupiter-87,87,2237,6,9,9,29,hydrogen
Jupiter,Jupiter-87,87,2238,6,9,9,30,and
Jupiter,Jupiter-87,87,2239,6,9,9,31,other
Jupiter,Jupiter-87,87,2240,6,9,9,32,supercritical
Jupiter,Jupiter-87,87,2241,6,9,9,33,fluids.
Jupiter,Jupiter-88,88,2242,6,9,10,0,:
Jupiter,Jupiter-88,88,2243,6,9,10,1,22
Jupiter,Jupiter-88,88,2244,6,9,10,2,
Jupiter,Jupiter-88,88,2245,6,9,10,3,Physically
Jupiter,Jupiter-88,88,2246,6,9,10,4,","
Jupiter,Jupiter-88,88,2247,6,9,10,5,the
Jupiter,Jupiter-88,88,2248,6,9,10,6,gas
Jupiter,Jupiter-88,88,2249,6,9,10,7,gradually
Jupiter,Jupiter-88,88,2250,6,9,10,8,becomes
Jupiter,Jupiter-88,88,2251,6,9,10,9,hotter
Jupiter,Jupiter-88,88,2252,6,9,10,10,and
Jupiter,Jupiter-88,88,2253,6,9,10,11,denser
Jupiter,Jupiter-88,88,2254,6,9,10,12,as
Jupiter,Jupiter-88,88,2255,6,9,10,13,depth
Jupiter,Jupiter-88,88,2256,6,9,10,14,increases.
Jupiter,Jupiter-89,89,2257,6,9,11,0,Rain
Jupiter,Jupiter-89,89,2258,6,9,11,1,-
Jupiter,Jupiter-89,89,2259,6,9,11,2,like
Jupiter,Jupiter-89,89,2260,6,9,11,3,droplets
Jupiter,Jupiter-89,89,2261,6,9,11,4,of
Jupiter,Jupiter-89,89,2262,6,9,11,5,helium
Jupiter,Jupiter-89,89,2263,6,9,11,6,and
Jupiter,Jupiter-89,89,2264,6,9,11,7,neon
Jupiter,Jupiter-89,89,2265,6,9,11,8,precipitate
Jupiter,Jupiter-89,89,2266,6,9,11,9,downward
Jupiter,Jupiter-89,89,2267,6,9,11,10,through
Jupiter,Jupiter-89,89,2268,6,9,11,11,the
Jupiter,Jupiter-89,89,2269,6,9,11,12,lower
Jupiter,Jupiter-89,89,2270,6,9,11,13,atmosphere
Jupiter,Jupiter-89,89,2271,6,9,11,14,","
Jupiter,Jupiter-89,89,2272,6,9,11,15,depleting
Jupiter,Jupiter-89,89,2273,6,9,11,16,the
Jupiter,Jupiter-89,89,2274,6,9,11,17,abundance
Jupiter,Jupiter-89,89,2275,6,9,11,18,of
Jupiter,Jupiter-89,89,2276,6,9,11,19,these
Jupiter,Jupiter-89,89,2277,6,9,11,20,elements
Jupiter,Jupiter-89,89,2278,6,9,11,21,in
Jupiter,Jupiter-89,89,2279,6,9,11,22,the
Jupiter,Jupiter-89,89,2280,6,9,11,23,upper
Jupiter,Jupiter-89,89,2281,6,9,11,24,atmosphere.
Jupiter,Jupiter-90,90,2282,6,9,12,0,Calculations
Jupiter,Jupiter-90,90,2283,6,9,12,1,suggest
Jupiter,Jupiter-90,90,2284,6,9,12,2,that
Jupiter,Jupiter-90,90,2285,6,9,12,3,helium
Jupiter,Jupiter-90,90,2286,6,9,12,4,drops
Jupiter,Jupiter-90,90,2287,6,9,12,5,separate
Jupiter,Jupiter-90,90,2288,6,9,12,6,from
Jupiter,Jupiter-90,90,2289,6,9,12,7,metallic
Jupiter,Jupiter-90,90,2290,6,9,12,8,hydrogen
Jupiter,Jupiter-90,90,2291,6,9,12,9,at
Jupiter,Jupiter-90,90,2292,6,9,12,10,a
Jupiter,Jupiter-90,90,2293,6,9,12,11,radius
Jupiter,Jupiter-90,90,2294,6,9,12,12,of
Jupiter,Jupiter-90,90,2295,6,9,12,13,60
Jupiter,Jupiter-90,90,2296,6,9,12,14,","
Jupiter,Jupiter-90,90,2297,6,9,12,15,000
Jupiter,Jupiter-90,90,2298,6,9,12,16,km
Jupiter,Jupiter-90,90,2299,6,9,12,17, (
Jupiter,Jupiter-90,90,2300,6,9,12,18,37
Jupiter,Jupiter-90,90,2301,6,9,12,19,","
Jupiter,Jupiter-90,90,2302,6,9,12,20,000
Jupiter,Jupiter-90,90,2303,6,9,12,21,mi
Jupiter,Jupiter-90,90,2304,6,9,12,22,) (
Jupiter,Jupiter-90,90,2305,6,9,12,23,11
Jupiter,Jupiter-90,90,2306,6,9,12,24,","
Jupiter,Jupiter-90,90,2307,6,9,12,25,000
Jupiter,Jupiter-90,90,2308,6,9,12,26,km
Jupiter,Jupiter-90,90,2309,6,9,12,27, (
Jupiter,Jupiter-90,90,2310,6,9,12,28,6
Jupiter,Jupiter-90,90,2311,6,9,12,29,","
Jupiter,Jupiter-90,90,2312,6,9,12,30,800
Jupiter,Jupiter-90,90,2313,6,9,12,31,mi
Jupiter,Jupiter-90,90,2314,6,9,12,32,)
Jupiter,Jupiter-90,90,2315,6,9,12,33,below
Jupiter,Jupiter-90,90,2316,6,9,12,34,the
Jupiter,Jupiter-90,90,2317,6,9,12,35,cloud
Jupiter,Jupiter-90,90,2318,6,9,12,36,tops
Jupiter,Jupiter-90,90,2319,6,9,12,37,)
Jupiter,Jupiter-90,90,2320,6,9,12,38,and
Jupiter,Jupiter-90,90,2321,6,9,12,39,merge
Jupiter,Jupiter-90,90,2322,6,9,12,40,again
Jupiter,Jupiter-90,90,2323,6,9,12,41,at
Jupiter,Jupiter-90,90,2324,6,9,12,42,50
Jupiter,Jupiter-90,90,2325,6,9,12,43,","
Jupiter,Jupiter-90,90,2326,6,9,12,44,000
Jupiter,Jupiter-90,90,2327,6,9,12,45,km
Jupiter,Jupiter-90,90,2328,6,9,12,46, (
Jupiter,Jupiter-90,90,2329,6,9,12,47,31
Jupiter,Jupiter-90,90,2330,6,9,12,48,","
Jupiter,Jupiter-90,90,2331,6,9,12,49,000
Jupiter,Jupiter-90,90,2332,6,9,12,50,mi
Jupiter,Jupiter-90,90,2333,6,9,12,51,) (
Jupiter,Jupiter-90,90,2334,6,9,12,52,22
Jupiter,Jupiter-90,90,2335,6,9,12,53,","
Jupiter,Jupiter-90,90,2336,6,9,12,54,000
Jupiter,Jupiter-90,90,2337,6,9,12,55,km
Jupiter,Jupiter-90,90,2338,6,9,12,56, (
Jupiter,Jupiter-90,90,2339,6,9,12,57,14
Jupiter,Jupiter-90,90,2340,6,9,12,58,","
Jupiter,Jupiter-90,90,2341,6,9,12,59,000
Jupiter,Jupiter-90,90,2342,6,9,12,60,mi
Jupiter,Jupiter-90,90,2343,6,9,12,61,)
Jupiter,Jupiter-90,90,2344,6,9,12,62,beneath
Jupiter,Jupiter-90,90,2345,6,9,12,63,the
Jupiter,Jupiter-90,90,2346,6,9,12,64,clouds
Jupiter,Jupiter-90,90,2347,6,9,12,65,)
Jupiter,Jupiter-90,90,2348,6,9,12,66,.
Jupiter,Jupiter-91,91,2349,6,9,13,0,Rainfalls
Jupiter,Jupiter-91,91,2350,6,9,13,1,of
Jupiter,Jupiter-91,91,2351,6,9,13,2,diamonds
Jupiter,Jupiter-91,91,2352,6,9,13,3,have
Jupiter,Jupiter-91,91,2353,6,9,13,4,been
Jupiter,Jupiter-91,91,2354,6,9,13,5,suggested
Jupiter,Jupiter-91,91,2355,6,9,13,6,to
Jupiter,Jupiter-91,91,2356,6,9,13,7,occur
Jupiter,Jupiter-91,91,2357,6,9,13,8,","
Jupiter,Jupiter-91,91,2358,6,9,13,9,as
Jupiter,Jupiter-91,91,2359,6,9,13,10,well
Jupiter,Jupiter-91,91,2360,6,9,13,11,as
Jupiter,Jupiter-91,91,2361,6,9,13,12,on
Jupiter,Jupiter-91,91,2362,6,9,13,13,Saturn
Jupiter,Jupiter-91,91,2363,6,9,13,14,and
Jupiter,Jupiter-91,91,2364,6,9,13,15,the
Jupiter,Jupiter-91,91,2365,6,9,13,16,ice
Jupiter,Jupiter-91,91,2366,6,9,13,17,giants
Jupiter,Jupiter-91,91,2367,6,9,13,18,Uranus
Jupiter,Jupiter-91,91,2368,6,9,13,19,and
Jupiter,Jupiter-91,91,2369,6,9,13,20,Neptune.
Jupiter,Jupiter-92,92,2370,6,9,14,0,The
Jupiter,Jupiter-92,92,2371,6,9,14,1,temperature
Jupiter,Jupiter-92,92,2372,6,9,14,2,and
Jupiter,Jupiter-92,92,2373,6,9,14,3,pressure
Jupiter,Jupiter-92,92,2374,6,9,14,4,inside
Jupiter,Jupiter-92,92,2375,6,9,14,5,Jupiter
Jupiter,Jupiter-92,92,2376,6,9,14,6,increase
Jupiter,Jupiter-92,92,2377,6,9,14,7,steadily
Jupiter,Jupiter-92,92,2378,6,9,14,8,inward
Jupiter,Jupiter-92,92,2379,6,9,14,9,as
Jupiter,Jupiter-92,92,2380,6,9,14,10,the
Jupiter,Jupiter-92,92,2381,6,9,14,11,heat
Jupiter,Jupiter-92,92,2382,6,9,14,12,of
Jupiter,Jupiter-92,92,2383,6,9,14,13,planetary
Jupiter,Jupiter-92,92,2384,6,9,14,14,formation
Jupiter,Jupiter-92,92,2385,6,9,14,15,can
Jupiter,Jupiter-92,92,2386,6,9,14,16,only
Jupiter,Jupiter-92,92,2387,6,9,14,17,escape
Jupiter,Jupiter-92,92,2388,6,9,14,18,by
Jupiter,Jupiter-92,92,2389,6,9,14,19,convection.
Jupiter,Jupiter-93,93,2390,6,9,15,0,At
Jupiter,Jupiter-93,93,2391,6,9,15,1,a
Jupiter,Jupiter-93,93,2392,6,9,15,2,surface
Jupiter,Jupiter-93,93,2393,6,9,15,3,depth
Jupiter,Jupiter-93,93,2394,6,9,15,4,where
Jupiter,Jupiter-93,93,2395,6,9,15,5,the
Jupiter,Jupiter-93,93,2396,6,9,15,6,atmospheric
Jupiter,Jupiter-93,93,2397,6,9,15,7,pressure
Jupiter,Jupiter-93,93,2398,6,9,15,8,level
Jupiter,Jupiter-93,93,2399,6,9,15,9,is
Jupiter,Jupiter-93,93,2400,6,9,15,10,1
Jupiter,Jupiter-93,93,2401,6,9,15,11,bar
Jupiter,Jupiter-93,93,2402,6,9,15,12, (
Jupiter,Jupiter-93,93,2403,6,9,15,13,0.10
Jupiter,Jupiter-93,93,2404,6,9,15,14,MPa
Jupiter,Jupiter-93,93,2405,6,9,15,15,"),"
Jupiter,Jupiter-93,93,2406,6,9,15,16,the
Jupiter,Jupiter-93,93,2407,6,9,15,17,temperature
Jupiter,Jupiter-93,93,2408,6,9,15,18,is
Jupiter,Jupiter-93,93,2409,6,9,15,19,around
Jupiter,Jupiter-93,93,2410,6,9,15,20,165
Jupiter,Jupiter-93,93,2411,6,9,15,21,K
Jupiter,Jupiter-93,93,2412,6,9,15,22, (−
Jupiter,Jupiter-93,93,2413,6,9,15,23,108
Jupiter,Jupiter-93,93,2414,6,9,15,24, °
Jupiter,Jupiter-93,93,2415,6,9,15,25,C
Jupiter,Jupiter-93,93,2416,6,9,15,26,; −
Jupiter,Jupiter-93,93,2417,6,9,15,27,163
Jupiter,Jupiter-93,93,2418,6,9,15,28, °
Jupiter,Jupiter-93,93,2419,6,9,15,29,F
Jupiter,Jupiter-93,93,2420,6,9,15,30,)
Jupiter,Jupiter-93,93,2421,6,9,15,31,.
Jupiter,Jupiter-94,94,2422,6,9,16,0,The
Jupiter,Jupiter-94,94,2423,6,9,16,1,region
Jupiter,Jupiter-94,94,2424,6,9,16,2,where
Jupiter,Jupiter-94,94,2425,6,9,16,3,supercritical
Jupiter,Jupiter-94,94,2426,6,9,16,4,hydrogen
Jupiter,Jupiter-94,94,2427,6,9,16,5,changes
Jupiter,Jupiter-94,94,2428,6,9,16,6,gradually
Jupiter,Jupiter-94,94,2429,6,9,16,7,from
Jupiter,Jupiter-94,94,2430,6,9,16,8,a
Jupiter,Jupiter-94,94,2431,6,9,16,9,molecular
Jupiter,Jupiter-94,94,2432,6,9,16,10,fluid
Jupiter,Jupiter-94,94,2433,6,9,16,11,to
Jupiter,Jupiter-94,94,2434,6,9,16,12,a
Jupiter,Jupiter-94,94,2435,6,9,16,13,metallic
Jupiter,Jupiter-94,94,2436,6,9,16,14,fluid
Jupiter,Jupiter-94,94,2437,6,9,16,15,spans
Jupiter,Jupiter-94,94,2438,6,9,16,16,pressure
Jupiter,Jupiter-94,94,2439,6,9,16,17,ranges
Jupiter,Jupiter-94,94,2440,6,9,16,18,of
Jupiter,Jupiter-94,94,2441,6,9,16,19,50
Jupiter,Jupiter-94,94,2442,6,9,16,20,–
Jupiter,Jupiter-94,94,2443,6,9,16,21,400
Jupiter,Jupiter-94,94,2444,6,9,16,22,GPa
Jupiter,Jupiter-94,94,2445,6,9,16,23,with
Jupiter,Jupiter-94,94,2446,6,9,16,24,temperatures
Jupiter,Jupiter-94,94,2447,6,9,16,25,of
Jupiter,Jupiter-94,94,2448,6,9,16,26,5
Jupiter,Jupiter-94,94,2449,6,9,16,27,","
Jupiter,Jupiter-94,94,2450,6,9,16,28,000
Jupiter,Jupiter-94,94,2451,6,9,16,29,–
Jupiter,Jupiter-94,94,2452,6,9,16,30,8
Jupiter,Jupiter-94,94,2453,6,9,16,31,","
Jupiter,Jupiter-94,94,2454,6,9,16,32,400
Jupiter,Jupiter-94,94,2455,6,9,16,33,K
Jupiter,Jupiter-94,94,2456,6,9,16,34, (
Jupiter,Jupiter-94,94,2457,6,9,16,35,4
Jupiter,Jupiter-94,94,2458,6,9,16,36,","
Jupiter,Jupiter-94,94,2459,6,9,16,37,730
Jupiter,Jupiter-94,94,2460,6,9,16,38,–
Jupiter,Jupiter-94,94,2461,6,9,16,39,8
Jupiter,Jupiter-94,94,2462,6,9,16,40,","
Jupiter,Jupiter-94,94,2463,6,9,16,41,130
Jupiter,Jupiter-94,94,2464,6,9,16,42, °
Jupiter,Jupiter-94,94,2465,6,9,16,43,C
Jupiter,Jupiter-94,94,2466,6,9,16,44,;
Jupiter,Jupiter-94,94,2467,6,9,16,45,8
Jupiter,Jupiter-94,94,2468,6,9,16,46,","
Jupiter,Jupiter-94,94,2469,6,9,16,47,540
